category,num_columns,columns,file_size_mb,last_updated,description
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",569.3142162715187,2024-02-25 10:41:24.164955,"Ecological study in forest environment, observing 75 species, temperature range: 34°C to 40°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",554.4597214937537,2023-10-21 10:41:24.164955,"Educational dataset with 527 students, average score of 86.56, covering history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",108.59105175474852,2024-05-04 10:41:24.167954,"Educational dataset with 513 students, average score of 83.63, covering science, history, history, science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",990.1052171395903,2024-06-03 10:41:24.136954,"Ecological study in ocean environment, observing 284 species, temperature range: 22°C to 47°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",728.3590498549775,2024-09-07 10:41:24.169954,"Educational dataset with 274 students, average score of 88.45, covering history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",675.7563699097552,2024-07-17 10:41:24.152954,"Medical study with 4148 patients, 69.23% efficacy rate, testing painkiller"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",914.5834878253314,2024-04-18 10:41:24.186952,"Ecological study in ocean environment, observing 949 species, temperature range: 26°C to 9°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",276.11129038013337,2023-12-11 10:41:24.162954,"Medical study with 2211 patients, 80.65% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",217.46443892581334,2024-05-31 10:41:24.155954,"Tech research in renewable energy, conducted 459 experiments with 26.61% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",937.7760366839401,2024-09-30 10:41:24.187955,"Ecological study in ocean environment, observing 595 species, temperature range: -6°C to 10°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",40.885761538139256,2024-03-01 10:41:24.169954,"Tech research in renewable energy, conducted 53 experiments with 50.82% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",400.56335105158365,2024-01-29 10:41:24.177953,"Ecological study in ocean environment, observing 213 species, temperature range: 22°C to 31°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",595.612170216601,2024-05-22 10:41:24.175953,"Educational dataset with 674 students, average score of 97.68, covering math, history"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",85.10053914825494,2024-06-23 10:41:24.145954,"Tech research in quantum computing, conducted 879 experiments with 88.89% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",799.0194923992134,2023-10-08 10:41:24.181954,"Medical study with 4111 patients, 89.84% efficacy rate, testing vaccine"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",87.99083514619443,2024-02-11 10:41:24.169954,"Tech research in quantum computing, conducted 149 experiments with 18.21% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",712.4440855016774,2023-11-28 10:41:24.171954,"Tech research in AI, conducted 864 experiments with 41.36% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",147.4376502825613,2024-03-15 10:41:24.137954,"Tech research in AI, conducted 370 experiments with 72.78% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",13.06176450849675,2023-12-18 10:41:24.153954,"Tech research in quantum computing, conducted 32 experiments with 56.08% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",484.05515706570816,2024-03-27 10:41:24.170954,"Educational dataset with 663 students, average score of 91.30, covering science"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",444.1616627619784,2024-09-27 10:41:24.157954,"Medical study with 2043 patients, 83.59% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",305.57642311637267,2024-07-05 10:41:24.136954,"Ecological study in ocean environment, observing 386 species, temperature range: 4°C to 35°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",641.3997230976681,2023-11-19 10:41:24.157954,"Medical study with 3161 patients, 77.11% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",224.23228421552383,2023-11-20 10:41:24.171954,"Tech research in quantum computing, conducted 445 experiments with 44.87% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",555.2600869060558,2024-08-21 10:41:24.140953,"Ecological study in forest environment, observing 542 species, temperature range: 24°C to 23°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",904.558320465502,2024-03-09 10:41:24.138954,"Ecological study in desert environment, observing 577 species, temperature range: 24°C to 46°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",164.7186697521262,2023-10-26 10:41:24.164955,"Ecological study in mountain environment, observing 361 species, temperature range: 24°C to 31°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",539.8766655509446,2024-03-10 10:41:24.144954,"Ecological study in desert environment, observing 783 species, temperature range: 18°C to 26°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",376.7054989751335,2024-07-19 10:41:24.173954,"Tech research in AI, conducted 181 experiments with 74.66% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",624.4687930995163,2023-10-10 10:41:24.165954,"Educational dataset with 798 students, average score of 81.55, covering history, literature, math, math"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",644.8780459753555,2024-01-26 10:41:24.184953,"Tech research in AI, conducted 279 experiments with 12.16% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",995.3873311547411,2024-05-10 10:41:24.175953,"Ecological study in desert environment, observing 55 species, temperature range: 0°C to 48°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",68.24299929400999,2024-04-20 10:41:24.178953,"Medical study with 380 patients, 71.96% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",870.692356047327,2024-07-17 10:41:24.169954,"Medical study with 2289 patients, 88.17% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",308.8805752355024,2023-10-16 10:41:24.134954,"Tech research in quantum computing, conducted 572 experiments with 77.62% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",629.7781499977689,2024-04-24 10:41:24.146953,"Educational dataset with 23 students, average score of 97.71, covering history, math, math, history"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",243.0611721252622,2024-02-25 10:41:24.153954,"Tech research in quantum computing, conducted 598 experiments with 59.47% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",312.59395850742453,2024-05-17 10:41:24.141954,"Medical study with 463 patients, 54.02% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",176.59869897235703,2023-11-23 10:41:24.158954,"Educational dataset with 769 students, average score of 91.07, covering history, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",814.9342265671878,2024-09-14 10:41:24.144954,"Ecological study in mountain environment, observing 459 species, temperature range: 24°C to 23°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",389.9994396493581,2024-09-03 10:41:24.159954,"Medical study with 3135 patients, 60.25% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",399.5642355686884,2024-01-22 10:41:24.159954,"Ecological study in desert environment, observing 394 species, temperature range: 25°C to 45°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",144.12895295958305,2024-07-17 10:41:24.180953,"Medical study with 497 patients, 78.74% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",528.5819179511442,2024-05-19 10:41:24.168953,"Tech research in renewable energy, conducted 979 experiments with 50.85% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",590.5395230899932,2023-10-11 10:41:24.146953,"Ecological study in mountain environment, observing 98 species, temperature range: 28°C to 48°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",731.5683134420059,2023-11-06 10:41:24.169954,"Tech research in quantum computing, conducted 554 experiments with 15.51% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",164.27921171811158,2024-08-21 10:41:24.182954,"Medical study with 3956 patients, 66.48% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",267.91157248702325,2024-06-17 10:41:24.166953,"Educational dataset with 51 students, average score of 83.71, covering literature, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",376.88902682400106,2023-10-09 10:41:24.160954,"Ecological study in ocean environment, observing 974 species, temperature range: 18°C to 6°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",643.8660480896498,2024-02-16 10:41:24.148954,"Ecological study in ocean environment, observing 716 species, temperature range: 23°C to 2°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",60.16752198294259,2024-07-22 10:41:24.154953,"Medical study with 2804 patients, 73.59% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",979.9081261768292,2024-09-22 10:41:24.184953,"Tech research in robotics, conducted 544 experiments with 58.43% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",707.7323349958482,2023-12-08 10:41:24.158954,"Medical study with 1262 patients, 77.49% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",786.9781687435402,2024-04-01 10:41:24.154953,"Medical study with 3744 patients, 79.42% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",628.68432564885,2024-05-12 10:41:24.149951,"Educational dataset with 715 students, average score of 84.48, covering science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",472.096480366256,2024-05-11 10:41:24.167954,"Educational dataset with 322 students, average score of 99.70, covering literature, history, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",392.2197601579797,2024-05-05 10:41:24.153954,"Medical study with 598 patients, 59.68% efficacy rate, testing antiviral"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",752.5018132772854,2023-12-26 10:41:24.172951,"Ecological study in desert environment, observing 11 species, temperature range: 22°C to 28°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",680.4474813694995,2024-09-18 10:41:24.172951,"Educational dataset with 927 students, average score of 77.07, covering history, science, science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",107.41950927061562,2024-03-14 10:41:24.165954,"Ecological study in desert environment, observing 496 species, temperature range: -1°C to 7°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",771.9728072994053,2024-08-28 10:41:24.162954,"Educational dataset with 664 students, average score of 82.88, covering history, science, literature, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",462.4421209543342,2024-04-13 10:41:24.144954,"Ecological study in desert environment, observing 605 species, temperature range: 6°C to 21°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",810.6816117780012,2024-06-24 10:41:24.152954,"Medical study with 2488 patients, 59.99% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",535.923081920466,2024-01-16 10:41:24.176954,"Tech research in renewable energy, conducted 25 experiments with 62.79% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",70.23382903119527,2024-08-03 10:41:24.144954,"Educational dataset with 708 students, average score of 76.13, covering history, history, literature, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",287.6987888782464,2024-07-27 10:41:24.160954,"Ecological study in mountain environment, observing 279 species, temperature range: -14°C to 15°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",346.9314622515735,2024-03-30 10:41:24.155954,"Medical study with 195 patients, 89.01% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",853.6743093918951,2024-02-29 10:41:24.154953,"Ecological study in desert environment, observing 743 species, temperature range: -19°C to 25°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",155.9388147659206,2024-03-10 10:41:24.162954,"Ecological study in forest environment, observing 484 species, temperature range: 3°C to 4°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",682.1681264253629,2024-06-20 10:41:24.160954,"Ecological study in mountain environment, observing 753 species, temperature range: -8°C to 30°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",635.5078183880655,2024-05-28 10:41:24.175953,"Educational dataset with 719 students, average score of 79.58, covering history, literature, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",645.852660416703,2024-07-23 10:41:24.174954,"Educational dataset with 161 students, average score of 89.55, covering history, literature, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",81.12073237426026,2024-01-12 10:41:24.175953,"Medical study with 2866 patients, 79.29% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",430.1728595234551,2024-07-28 10:41:24.175953,"Educational dataset with 816 students, average score of 86.74, covering science, history, math"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",224.31303972400525,2024-03-03 10:41:24.179953,"Ecological study in mountain environment, observing 62 species, temperature range: -16°C to 23°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",811.0315250005544,2024-03-20 10:41:24.168953,"Medical study with 307 patients, 54.58% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",807.6542096726052,2024-03-04 10:41:24.180953,"Ecological study in forest environment, observing 895 species, temperature range: 33°C to 33°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",552.5251512859189,2024-09-13 10:41:24.182954,"Medical study with 1300 patients, 80.65% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",813.8484701919598,2024-09-02 10:41:24.168953,"Educational dataset with 808 students, average score of 67.36, covering literature, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",650.2390977451258,2024-01-26 10:41:24.158954,"Educational dataset with 258 students, average score of 70.03, covering literature, literature, history, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",392.39157589691547,2024-06-06 10:41:24.136954,"Educational dataset with 73 students, average score of 73.37, covering math, math"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",242.32180458068922,2024-01-23 10:41:24.166953,"Tech research in AI, conducted 11 experiments with 35.35% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",929.8608563745933,2024-03-18 10:41:24.156954,"Tech research in renewable energy, conducted 651 experiments with 83.85% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",494.00852238750883,2024-05-22 10:41:24.169954,"Tech research in renewable energy, conducted 186 experiments with 50.97% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",479.40444670251003,2023-11-18 10:41:24.152954,"Educational dataset with 722 students, average score of 96.02, covering math, science, science, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",388.93646490308976,2024-04-12 10:41:24.176954,"Tech research in robotics, conducted 649 experiments with 62.28% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",453.6860561887557,2024-09-04 10:41:24.135951,"Medical study with 640 patients, 73.81% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",724.100809512882,2023-11-22 10:41:24.138954,"Educational dataset with 620 students, average score of 92.10, covering math"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",883.0834490038727,2024-07-27 10:41:24.165954,"Tech research in quantum computing, conducted 610 experiments with 43.41% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",294.4533650462743,2024-04-13 10:41:24.159954,"Tech research in quantum computing, conducted 900 experiments with 79.65% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",900.2560155308986,2024-01-22 10:41:24.180953,"Tech research in quantum computing, conducted 493 experiments with 45.06% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",118.72147694536149,2024-08-17 10:41:24.156954,"Ecological study in ocean environment, observing 448 species, temperature range: 18°C to 28°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",632.8609889034395,2024-09-27 10:41:24.167954,"Medical study with 3000 patients, 81.58% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",33.165494441957236,2024-01-14 10:41:24.148954,"Educational dataset with 909 students, average score of 85.74, covering math, math, literature, math"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",294.27720242596536,2023-12-19 10:41:24.182954,"Ecological study in forest environment, observing 336 species, temperature range: 14°C to 44°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",753.3270443613507,2024-09-09 10:41:24.143954,"Ecological study in mountain environment, observing 650 species, temperature range: -4°C to 31°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",365.9546220394204,2024-02-18 10:41:24.144954,"Educational dataset with 569 students, average score of 98.55, covering history, history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",33.83312506856891,2023-12-09 10:41:24.162954,"Medical study with 1786 patients, 63.07% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",582.2892383990894,2024-04-08 10:41:24.158954,"Medical study with 3343 patients, 97.74% efficacy rate, testing vaccine"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",936.6177200116116,2024-04-26 10:41:24.157954,"Tech research in AI, conducted 502 experiments with 86.75% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",976.6358120834091,2024-04-09 10:41:24.186952,"Educational dataset with 177 students, average score of 77.95, covering science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",510.16435587354584,2023-11-06 10:41:24.147953,"Ecological study in desert environment, observing 139 species, temperature range: 15°C to 4°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",586.9225887268046,2024-04-22 10:41:24.174954,"Ecological study in ocean environment, observing 743 species, temperature range: 34°C to 5°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",833.3589495970795,2023-11-16 10:41:24.173954,"Tech research in AI, conducted 325 experiments with 72.73% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",625.9294114656034,2024-07-15 10:41:24.177953,"Ecological study in forest environment, observing 307 species, temperature range: 13°C to 48°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",566.0235356272286,2023-11-25 10:41:24.152954,"Tech research in quantum computing, conducted 29 experiments with 11.48% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",899.5505645971563,2024-05-21 10:41:24.139954,"Tech research in renewable energy, conducted 534 experiments with 41.94% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",707.4202984771337,2023-12-28 10:41:24.165954,"Tech research in renewable energy, conducted 441 experiments with 25.96% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",416.9814997562142,2023-10-24 10:41:24.135951,"Medical study with 4574 patients, 88.20% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",217.8154593861483,2023-12-07 10:41:24.153954,"Medical study with 4914 patients, 79.91% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",810.1088998590016,2024-04-04 10:41:24.136954,"Tech research in robotics, conducted 134 experiments with 32.04% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",434.3917626469809,2024-06-07 10:41:24.187955,"Tech research in quantum computing, conducted 33 experiments with 10.73% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",804.2629046852483,2024-08-13 10:41:24.167954,"Educational dataset with 214 students, average score of 82.02, covering science, literature, literature, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",210.023679614761,2024-06-14 10:41:24.158954,"Medical study with 2580 patients, 54.57% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",498.9570073341126,2024-01-20 10:41:24.171954,"Educational dataset with 109 students, average score of 63.02, covering literature, literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",238.52697223843325,2023-10-25 10:41:24.186952,"Tech research in quantum computing, conducted 275 experiments with 81.14% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",167.27682100598474,2024-01-08 10:41:24.164955,"Ecological study in forest environment, observing 243 species, temperature range: 13°C to 32°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",951.3862552443044,2023-11-18 10:41:24.165954,"Educational dataset with 328 students, average score of 71.69, covering literature, math, science, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",287.94273442612973,2024-08-16 10:41:24.183953,"Ecological study in ocean environment, observing 278 species, temperature range: 21°C to 49°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",872.7148791379847,2023-12-24 10:41:24.187955,"Ecological study in forest environment, observing 564 species, temperature range: 26°C to 16°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",112.42319330666885,2023-11-10 10:41:24.147953,"Educational dataset with 301 students, average score of 90.24, covering science, science, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",271.9611632018567,2024-08-10 10:41:24.143954,"Ecological study in mountain environment, observing 440 species, temperature range: -15°C to 12°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",146.1550713161274,2024-02-07 10:41:24.166953,"Ecological study in forest environment, observing 596 species, temperature range: -3°C to 31°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",710.4490814101159,2024-06-10 10:41:24.135951,"Educational dataset with 748 students, average score of 81.76, covering literature, math, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",447.1468267787762,2023-11-20 10:41:24.167954,"Medical study with 2943 patients, 64.85% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",845.1500243230199,2024-08-04 10:41:24.172951,"Tech research in robotics, conducted 481 experiments with 69.50% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",149.9076695766553,2023-10-30 10:41:24.184953,"Tech research in AI, conducted 742 experiments with 64.63% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",940.9290539823927,2024-01-22 10:41:24.160954,"Educational dataset with 27 students, average score of 84.52, covering literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",819.7816660030969,2023-10-25 10:41:24.139954,"Tech research in AI, conducted 679 experiments with 26.05% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",325.8893702517355,2024-04-16 10:41:24.172951,"Ecological study in mountain environment, observing 51 species, temperature range: -10°C to 16°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",145.12308353602842,2024-07-14 10:41:24.167954,"Ecological study in forest environment, observing 377 species, temperature range: -3°C to 46°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",795.0702225616607,2024-04-11 10:41:24.168953,"Ecological study in mountain environment, observing 633 species, temperature range: 30°C to 26°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",89.47439414248302,2024-02-29 10:41:24.178953,"Ecological study in ocean environment, observing 679 species, temperature range: 32°C to 3°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",673.3217266396076,2023-10-03 10:41:24.159954,"Educational dataset with 752 students, average score of 67.98, covering literature, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",248.27642993327512,2024-08-03 10:41:24.147953,"Tech research in renewable energy, conducted 660 experiments with 45.08% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",141.65931575184777,2023-11-01 10:41:24.160954,"Ecological study in desert environment, observing 433 species, temperature range: 39°C to 8°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",266.0955616770296,2024-03-18 10:41:24.164955,"Educational dataset with 617 students, average score of 73.16, covering literature, science, history, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",608.2796292490574,2024-01-20 10:41:24.162954,"Medical study with 1915 patients, 87.43% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",24.84024530200917,2024-02-18 10:41:24.150953,"Educational dataset with 683 students, average score of 64.92, covering literature"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",698.4059398464536,2023-10-10 10:41:24.154953,"Educational dataset with 216 students, average score of 77.60, covering literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",545.5623090416714,2023-11-08 10:41:24.152954,"Tech research in quantum computing, conducted 875 experiments with 68.36% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",960.2946853807446,2024-04-25 10:41:24.140953,"Educational dataset with 772 students, average score of 76.00, covering science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",151.781201578449,2024-04-15 10:41:24.154953,"Ecological study in ocean environment, observing 162 species, temperature range: 11°C to 1°C"
